# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.global.get.libraries.ms,1777354168091000000,1777354221656000000,0
jps.facet.change.listener.before.change.events.ms,1777354168091000000,1777354221656000000,0
jps.apply.loaded.storage.ms,1777354168091000000,1777354221656000000,36
workspaceModel.global.updates.count,1777354168091000000,1777354221656000000,2
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1777354168091000000,1777354221656000000,1
jps.global.get.library.ms,1777354168091000000,1777354221656000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1777354168091000000,1777354221656000000,234
workspaceModel.moduleManagerBridge.load.module.ms,1777354168091000000,1777354221656000000,0
jps.load.project.to.empty.storage.ms,1777354168091000000,1777354221656000000,37
jps.facet.change.listener.process.change.events.ms,1777354168091000000,1777354221656000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1777354168091000000,1777354221656000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1777354168091000000,1777354221656000000,16
workspaceModel.mutableEntityStorage.replace.by.source.ms,1777354168091000000,1777354221656000000,20
workspaceModel.moduleManagerBridge.load.all.modules.ms,1777354168091000000,1777354221656000000,30
workspaceModel.save.cache.to.file.ms,1777354168091000000,1777354221656000000,76
jps.save.changed.project.entities.ms,1777354168091000000,1777354221656000000,11
workspaceModel.mutableEntityStorage.put.entity.ms,1777354168091000000,1777354221656000000,12
jps.reload.project.entities.ms,1777354168091000000,1777354221656000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1777354168091000000,1777354221656000000,1
jps.app.storage.content.writer.save.component.ms,1777354168091000000,1777354221656000000,2
workspaceModel.global.updates.ms,1777354168091000000,1777354221656000000,5
workspaceModel.mutableEntityStorage.has.same.entities.ms,1777354168091000000,1777354221656000000,0
jps.save.global.entities.ms,1777354168091000000,1777354221656000000,7
jps.global.initialize.library.bridges.after.loading.ms,1777354168091000000,1777354221656000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1777354168091000000,1777354221656000000,1
jps.artifact.entities.serializer.save.entities.ms,1777354168091000000,1777354221656000000,0
jps.modifiable.module.model.bridge.load.module.ms,1777354168091000000,1777354221656000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1777354168091000000,1777354221656000000,3
jps.project.serializers.load.ms,1777354168091000000,1777354221656000000,19
jps.global.handle.before.change.events.ms,1777354168091000000,1777354221656000000,0
jps.modifiable.module.model.bridge.new.module.ms,1777354168091000000,1777354221656000000,5
workspaceModel.global.apply.state.to.project.ms,1777354168091000000,1777354221656000000,14
workspaceModel.mutableEntityStorage.referrers.ms,1777354168091000000,1777354221656000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1777354168091000000,1777354221656000000,19
jps.modifiable.module.model.bridge.renaming.ms,1777354168091000000,1777354221656000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1777354168091000000,1777354221656000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1777354168091000000,1777354221656000000,0
jps.facet.change.listener.init.bridge.ms,1777354168091000000,1777354221656000000,2
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1777354168091000000,1777354221656000000,4
workspaceModel.orphan.listener.update.ms,1777354168091000000,1777354221656000000,4
jps.global.handle.changed.events.ms,1777354168091000000,1777354221656000000,0
workspaceModel.moduleBridge.update.option.ms,1777354168091000000,1777354221656000000,0
jps.project.serializers.save.ms,1777354168091000000,1777354221656000000,11
jps.module.iml.entities.serializer.load.entities.ms,1777354168091000000,1777354221656000000,20
jps.global.get.library.by.name.ms,1777354168091000000,1777354221656000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1777354168091000000,1777354221656000000,2
workspaceModel.moduleManagerBridge.create.module.instance.ms,1777354168091000000,1777354221656000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1777354168091000000,1777354221656000000,0
workspaceModel.moduleBridge.before.changed.ms,1777354168091000000,1777354221656000000,0
jps.module.iml.entities.serializer.save.entities.ms,1777354168091000000,1777354221656000000,6
jps.artifact.entities.serializer.load.entities.ms,1777354168091000000,1777354221656000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1777354168091000000,1777354221656000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1777354168091000000,1777354221656000000,0
workspaceModel.mutableEntityStorage.entities.ms,1777354168091000000,1777354221656000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1777354168091000000,1777354221656000000,4
jps.library.entities.serializer.load.entities.ms,1777354168091000000,1777354221656000000,5
workspaceModel.load.cache.from.file.ms,1777354168091000000,1777354221656000000,134
workspaceModel.mutableEntityStorage.add.entity.ms,1777354168091000000,1777354221656000000,37
jps.app.storage.content.reader.load.component.ms,1777354168091000000,1777354221656000000,1
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1777354168091000000,1777354221656000000,11
cacheStateStorage.get.duration,1777354168091000000,1777354221656000000,84
cacheStateStorage.set.duration,1777354168091000000,1777354221656000000,7
cacheStateStorage.get.counter,1777354168091000000,1777354221656000000,87
cacheStateStorage.set.counter,1777354168091000000,1777354221656000000,30
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1777354168091000000,1777354221656000000,41967616
FilePageCache.capacityInBytes,1777354168091000000,1777354221656000000,629145600
StorageLockContext.competingThreads.max,1777354168091000000,1777354221656000000,0
FilePageCache.maxRegisteredFiles,1777354168091000000,1777354221656000000,706
StorageLockContext.competingThreads.avg,1777354168091000000,1777354221656000000,0.0
FilePageCache.totalPageDisposalsUs,1777354168091000000,1777354221656000000,5957
FilePageCache.uncachedFileAccess,1777354168091000000,1777354221656000000,290
DirectByteBufferAllocator.misses,1777354168091000000,1777354221656000000,346
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1777354168091000000,1777354221656000000,41967616
FilePageCache.totalPageLoadsUs,1777354168091000000,1777354221656000000,217055
DirectByteBufferAllocator.reclaimed,1777354168091000000,1777354221656000000,62
DirectByteBufferAllocator.disposed,1777354168091000000,1777354221656000000,303
FilePageCache.pageLoadsAboveSizeThreshold,1777354168091000000,1777354221656000000,0
DirectByteBufferAllocator.hits,1777354168091000000,1777354221656000000,19
StorageLockContext.competingThreads.90P,1777354168091000000,1777354221656000000,0
FilePageCache.maxCacheSizeInBytes,1777354168091000000,1777354221656000000,359686144
FilePageCache.pageHits,1777354168091000000,1777354221656000000,682
FilePageCache.disposedBuffers,1777354168091000000,1777354221656000000,365
FilePageCache.pageFastCacheHits,1777354168091000000,1777354221656000000,17121
FileChannelInterruptsRetryer.totalRetriedAttempts,1777354168091000000,1777354221656000000,0
FilePageCache.pageLoads,1777354168091000000,1777354221656000000,365
LowMemory.gcLoad,1777354168091000000,1777354221656000000,0.0
parser.Properties.size.bytes,1777354168091000000,1777354221656000000,5026
parser.IgnoreLang.time.ns,1777354168091000000,1777354221656000000,452180
parser.JAVA.size.bytes,1777354168091000000,1777354221656000000,365543
lexer.Properties.size.bytes,1777354168091000000,1777354221656000000,5026
lexer.Groovy.time.ns,1777354168091000000,1777354221656000000,9499390
lexer.JAVA.size.bytes,1777354168091000000,1777354221656000000,339589
parser.JAVA.time.ns,1777354168091000000,1777354221656000000,117375827
writeAction.wait.ms,1777354168091000000,1777354221656000000,44
lexer.Groovy.size.bytes,1777354168091000000,1777354221656000000,3785
parser.Groovy.size.bytes,1777354168091000000,1777354221656000000,3785
lexer.IgnoreLang.time.ns,1777354168091000000,1777354221656000000,8807
parser.Groovy.time.ns,1777354168091000000,1777354221656000000,70317489
LowMemory.gcOverloaded,1777354168091000000,1777354221656000000,0
DiskQueryRelay.tasksExecuted,1777354168091000000,1777354221656000000,9308
DiskQueryRelay.taskWaitingTotalTimeUs,1777354168091000000,1777354221656000000,2803023
writeAction.max.wait.ms,1777354168091000000,1777354221656000000,20
parser.Properties.time.ns,1777354168091000000,1777354221656000000,1096506
writeAction.count,1777354168091000000,1777354221656000000,80
parser.IgnoreLang.size.bytes,1777354168091000000,1777354221656000000,0
lexer.Properties.time.ns,1777354168091000000,1777354221656000000,383880
lexer.IgnoreLang.size.bytes,1777354168091000000,1777354221656000000,0
lexer.JAVA.time.ns,1777354168091000000,1777354221656000000,14256479
DiskQueryRelay.taskExecutionTotalTimeUs,1777354168091000000,1777354221656000000,457142
DiskQueryRelay.tasksRequested,1777354168091000000,1777354221656000000,23223
writeAction.median.wait.ms,1777354168091000000,1777354221656000000,0
workspaceModel.updates.ms,1777354168091000000,1777354221656000000,78
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1777354168091000000,1777354221656000000,16
workspaceModel.updates.count,1777354168091000000,1777354221656000000,13
workspaceModel.cachedValueWithParameters.from.cache.count,1777354168091000000,1777354221656000000,6130
workspaceModel.init.bridges.ms,1777354168091000000,1777354221656000000,36
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1777354168091000000,1777354221656000000,99
workspaceModel.full.replace.project.model.ms,1777354168091000000,1777354221656000000,25
workspaceModel.cachedValueWithParameters.clear.count,1777354168091000000,1777354221656000000,0
workspaceModel.loading.from.cache.ms,1777354168091000000,1777354221656000000,132
workspaceModel.cachedValue.from.cache.count,1777354168091000000,1777354221656000000,3055
workspaceModel.workspaceFileIndexData.getPackageName.ms,1777354168091000000,1777354221656000000,9
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1777354168091000000,1777354221656000000,0
workspaceModel.pre.handlers.ms,1777354168091000000,1777354221656000000,0
workspaceModel.replace.project.model.ms,1777354168091000000,1777354221656000000,27
workspaceModel.updates.precise.ms,1777354168091000000,1777354221656000000,10
workspaceModel.cachedValueWithParameters.calculated.count,1777354168091000000,1777354221656000000,6
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1777354168091000000,1777354221656000000,29
workspaceModel.workspaceFileIndexData.processFileSets.ms,1777354168091000000,1777354221656000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1777354168091000000,1777354221656000000,7
workspaceModel.workspaceFileIndexData.instances.count,1777354168091000000,1777354221656000000,2
workspaceModel.cachedValue.calculated.count,1777354168091000000,1777354221656000000,103
workspaceModel.on.changed.ms,1777354168091000000,1777354221656000000,41
workspaceModel.update.unloaded.entities.ms,1777354168091000000,1777354221656000000,0
workspaceModel.check.recursive.update.ms,1777354168091000000,1777354221656000000,0
workspaceModel.initializing.ms,1777354168091000000,1777354221656000000,25
workspaceModel.cachedValue.total.get.count,1777354168091000000,1777354221656000000,3158
workspaceModel.to.snapshot.ms,1777354168091000000,1777354221656000000,1
workspaceModel.workspaceFileIndexData.init.ms,1777354168091000000,1777354221656000000,49
workspaceModel.workspaceFileIndexData.markDirty.ms,1777354168091000000,1777354221656000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1777354168091000000,1777354221656000000,82
workspaceModel.collect.changes.ms,1777354168091000000,1777354221656000000,1
workspaceModel.on.before.changed.ms,1777354168091000000,1777354221656000000,32
workspaceModel.loading.total.ms,1777354168091000000,1777354221656000000,135
workspaceModel.cachedValueWithParameters.total.get.count,1777354168091000000,1777354221656000000,6136
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1777354168091000000,1777354221656000000,669
workspaceModel.cachedValue.clear.count,1777354168091000000,1777354221656000000,0
JVM.maxThreadCount,1777354168091000000,1777354221656000000,162
OS.loadAverage,1777354168091000000,1777354221656000000,1.9189453125
JVM.GC.collections,1777354168091000000,1777354221656000000,82
MEM.ramBytes,1777354168091000000,1777354221656000000,2914504704
JVM.totalTimeToSafepointsMs,1777354168091000000,1777354221656000000,20
JVM.GC.collectionTimesMs,1777354168091000000,1777354221656000000,400
MEM.fileMappingsRamBytes,1777354168091000000,1777354221656000000,852549632
MEM.ramPlusSwapMinusFileMappingsBytes,1777354168091000000,1777354221656000000,2061885440
JVM.totalDirectByteBuffersBytes,1777354168091000000,1777354221656000000,42389505
JVM.newThreadsCount,1777354168091000000,1777354221656000000,235
JVM.usedNativeBytes,1777354168091000000,1777354221656000000,591615184
JVM.totalBytesAllocated,1777354168091000000,1777354221656000000,6064146976
JVM.threadCount,1777354168091000000,1777354221656000000,147
JVM.usedHeapBytes,1777354168091000000,1777354221656000000,745049952
JVM.committedHeapBytes,1777354168091000000,1777354221656000000,837812224
MEM.ramMinusFileMappingsBytes,1777354168091000000,1777354221656000000,2061885440
JVM.totalTimeAtSafepointsMs,1777354168091000000,1777354221656000000,405
JVM.totalSafepointCount,1777354168091000000,1777354221656000000,156
JVM.maxHeapBytes,1777354168091000000,1777354221656000000,2147483648
JVM.totalCpuTimeMs,1777354168091000000,1777354221656000000,82270
