# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.queueSizeAvg,1777351815204000000,1777351875276000000,0.0
FlushQueue.waitingTimeMaxNs,1777351815204000000,1777351875276000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1777351815204000000,1777351875276000000,316562
AWTEventQueue.dispatchTimeAvgNs,1777351815204000000,1777351875276000000,0.0
FlushQueue.waitingTime90PNs,1777351815204000000,1777351875276000000,0
NonBlockingReadAction.failedExecutionTimeUs,1777351815204000000,1777351875276000000,235
FlushQueue.queueSize90P,1777351815204000000,1777351875276000000,0
AWTEventQueue.dispatchTimeMaxNs,1777351815204000000,1777351875276000000,0
FlushQueue.waitingTimeAvgNs,1777351815204000000,1777351875276000000,0.0
AWTEventQueue.dispatchTime90PNs,1777351815204000000,1777351875276000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1777351815204000000,1777351875276000000,1
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1777351815204000000,1777351875276000000,0
compiler.ArtifactModifiableModelBridge.dispose.ms,1777351815204000000,1777351875276000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1777351815204000000,1777351875276000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1777351815204000000,1777351875276000000,0
compiler.ArtifactModifiableModelBridge.addArtifact.ms,1777351815204000000,1777351875276000000,0
compiler.ArtifactManagerBridge.commit.ms,1777351815204000000,1777351875276000000,2
compiler.ArtifactModifiableModelBridge.commit.ms,1777351815204000000,1777351875276000000,2
compiler.ArtifactModifiableModelBridge.findArtifacts.ms,1777351815204000000,1777351875276000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1777351815204000000,1777351875276000000,0
compiler.ArtifactModifiableModelBridge.getArtifacts.ms,1777351815204000000,1777351875276000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1777351815204000000,1777351875276000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1777351815204000000,1777351875276000000,0
compiler.ArtifactModifiableModelBridge.getArtifactsByType.ms,1777351815204000000,1777351875276000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1777351815204000000,1777351875276000000,0
cacheStateStorage.set.duration,1777351815204000000,1777351875276000000,4
cacheStateStorage.set.counter,1777351815204000000,1777351875276000000,15
cacheStateStorage.get.duration,1777351815204000000,1777351875276000000,44
cacheStateStorage.get.counter,1777351815204000000,1777351875276000000,42
writeAction.max.wait.ms,1777351815204000000,1777351875276000000,26
parser.Properties.time.ns,1777351815204000000,1777351875276000000,276105
writeAction.median.wait.ms,1777351815204000000,1777351875276000000,0
parser.JAVA.size.bytes,1777351815204000000,1777351875276000000,202402
lexer.JAVA.time.ns,1777351815204000000,1777351875276000000,12078781
lexer.JAVA.size.bytes,1777351815204000000,1777351875276000000,186464
lexer.IgnoreLang.time.ns,1777351815204000000,1777351875276000000,22473
writeAction.wait.ms,1777351815204000000,1777351875276000000,47
DiskQueryRelay.tasksRequested,1777351815204000000,1777351875276000000,5891
lexer.Properties.time.ns,1777351815204000000,1777351875276000000,46409
DiskQueryRelay.tasksExecuted,1777351815204000000,1777351875276000000,5115
lexer.Properties.size.bytes,1777351815204000000,1777351875276000000,252
parser.IgnoreLang.time.ns,1777351815204000000,1777351875276000000,402064
parser.Groovy.size.bytes,1777351815204000000,1777351875276000000,1933
writeAction.count,1777351815204000000,1777351875276000000,66
lexer.IgnoreLang.size.bytes,1777351815204000000,1777351875276000000,0
lexer.Groovy.size.bytes,1777351815204000000,1777351875276000000,1933
parser.Groovy.time.ns,1777351815204000000,1777351875276000000,37660933
DiskQueryRelay.taskWaitingTotalTimeUs,1777351815204000000,1777351875276000000,1151767
parser.XML.time.ns,1777351815204000000,1777351875276000000,4
parser.Properties.size.bytes,1777351815204000000,1777351875276000000,252
parser.XML.size.bytes,1777351815204000000,1777351875276000000,321
lexer.XML.size.bytes,1777351815204000000,1777351875276000000,321
lexer.Groovy.time.ns,1777351815204000000,1777351875276000000,1671817
DiskQueryRelay.taskExecutionTotalTimeUs,1777351815204000000,1777351875276000000,261838
parser.JAVA.time.ns,1777351815204000000,1777351875276000000,86315081
parser.IgnoreLang.size.bytes,1777351815204000000,1777351875276000000,0
lexer.XML.time.ns,1777351815204000000,1777351875276000000,369333
VFS.folderCaseSensitivityReads,1777351815204000000,1777351875276000000,27
FileNameCache.totalMisses,1777351815204000000,1777351875276000000,54528
FileNameCache.queries,1777351815204000000,1777351875276000000,1856320
VFS.cache.directoriesCreated,1777351815204000000,1777351875276000000,4551
VFS.fileByIdCache.hits,1777351815204000000,1777351875276000000,7
VFS.contentStorage.recordsDeduplicated,1777351815204000000,1777351875276000000,10
VFS.cache.segments,1777351815204000000,1777351875276000000,110.0
VFS.fileByIdCache.misses,1777351815204000000,1777351875276000000,3710
VFS.contentStorage.recordsReadSize,1777351815204000000,1777351875276000000,473812
VFS.cache.segmentsCreated,1777351815204000000,1777351875276000000,110
VFS.contentStorage.recordsStoredSize,1777351815204000000,1777351875276000000,3056
VFS.contentStorage.recordsDecompressionTimeUs,1777351815204000000,1777351875276000000,3011
VFS.invertedFileNameIndex.requests,1777351815204000000,1777351875276000000,8
VFS.contentStorage.recordsStored,1777351815204000000,1777351875276000000,4
VFS.fileChildByName,1777351815204000000,1777351875276000000,30075
VFS.contentStorage.recordsReadDecompressed,1777351815204000000,1777351875276000000,11
VFS.contentStorage.recordsStoredCompressed,1777351815204000000,1777351875276000000,0
VFS.contentStorage.recordsRead,1777351815204000000,1777351875276000000,45
VFS.rootsCount,1777351815204000000,1777351875276000000,244.0
VFS.contentStorage.recordsUncompressedSize,1777351815204000000,1777351875276000000,3056
VFS.cache.filesCreated,1777351815204000000,1777351875276000000,14745
Indexing.writer_3.totalTimeSpentWritingMs,1777351815204000000,1777351875276000000,0
Indexes.allKeys.lookupDurationMaxMs,1777351815204000000,1777351875276000000,0.0
Indexes.entries.lookups,1777351815204000000,1777351875276000000,119
Indexing.writesQueuedMax,1777351815204000000,1777351875276000000,0
Indexes.entries.lookupDurationAvgMs,1777351815204000000,1777351875276000000,0.0
Indexing.cache.totalCacheEvicted,1777351815204000000,1777351875276000000,3684
Indexing.writer_2.totalTimeSpentWritingMs,1777351815204000000,1777351875276000000,1
Indexing.writer_0.totalTimeSpentWritingMs,1777351815204000000,1777351875276000000,1
Indexes.stubs.lookupDuration90PMs,1777351815204000000,1777351875276000000,0.0
Indexing.cache.totalCacheMisses,1777351815204000000,1777351875276000000,3685
Indexing.cache.totalCacheAccesses,1777351815204000000,1777351875276000000,6821
Indexing.writesQueuedMin,1777351815204000000,1777351875276000000,9223372036854775807
Indexes.allKeys.lookupDuration90PMs,1777351815204000000,1777351875276000000,0.0
Indexes.allKeys.lookups,1777351815204000000,1777351875276000000,2
Indexes.entries.lookupDuration90PMs,1777351815204000000,1777351875276000000,0.0
Indexes.stubs.lookupDurationMaxMs,1777351815204000000,1777351875276000000,0.0
Indexes.stubs.lookups,1777351815204000000,1777351875276000000,1793
Indexes.stubs.lookupDurationAvgMs,1777351815204000000,1777351875276000000,0.0
Indexes.entries.lookupDurationMaxMs,1777351815204000000,1777351875276000000,0.0
Indexing.totalTimeIndexersSleptMs,1777351815204000000,1777351875276000000,0
Indexes.allKeys.lookupDurationAvgMs,1777351815204000000,1777351875276000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1777351815204000000,1777351875276000000,2
workspaceModel.initializing.ms,1777351815204000000,1777351875276000000,15
workspaceModel.cachedValueWithParameters.clear.count,1777351815204000000,1777351875276000000,0
workspaceModel.cachedValue.total.get.count,1777351815204000000,1777351875276000000,1294
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1777351815204000000,1777351875276000000,149
workspaceModel.cachedValue.clear.count,1777351815204000000,1777351875276000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1777351815204000000,1777351875276000000,1
workspaceModel.cachedValueWithParameters.calculated.count,1777351815204000000,1777351875276000000,2
workspaceModel.cachedValueWithParameters.from.cache.count,1777351815204000000,1777351875276000000,1956
workspaceModel.updates.ms,1777351815204000000,1777351875276000000,85
workspaceModel.full.replace.project.model.ms,1777351815204000000,1777351875276000000,8
workspaceModel.check.recursive.update.ms,1777351815204000000,1777351875276000000,3
workspaceModel.loading.total.ms,1777351815204000000,1777351875276000000,105
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1777351815204000000,1777351875276000000,6
workspaceModel.on.before.changed.ms,1777351815204000000,1777351875276000000,35
workspaceModel.workspaceFileIndexData.processFileSets.ms,1777351815204000000,1777351875276000000,0
workspaceModel.replace.project.model.ms,1777351815204000000,1777351875276000000,29
workspaceModel.collect.changes.ms,1777351815204000000,1777351875276000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1777351815204000000,1777351875276000000,0
workspaceModel.updates.count,1777351815204000000,1777351875276000000,13
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1777351815204000000,1777351875276000000,116
workspaceModel.loading.from.cache.ms,1777351815204000000,1777351875276000000,102
workspaceModel.cachedValue.from.cache.count,1777351815204000000,1777351875276000000,1225
workspaceModel.on.changed.ms,1777351815204000000,1777351875276000000,35
workspaceModel.workspaceFileIndexData.init.ms,1777351815204000000,1777351875276000000,60
workspaceModel.entityStorageSnapshotImpl.instances.count,1777351815204000000,1777351875276000000,75
workspaceModel.workspaceFileIndexData.getPackageName.ms,1777351815204000000,1777351875276000000,11
workspaceModel.pre.handlers.ms,1777351815204000000,1777351875276000000,1
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1777351815204000000,1777351875276000000,752
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1777351815204000000,1777351875276000000,0
workspaceModel.workspaceFileIndexData.instances.count,1777351815204000000,1777351875276000000,2
workspaceModel.updates.precise.ms,1777351815204000000,1777351875276000000,19
workspaceModel.cachedValueWithParameters.total.get.count,1777351815204000000,1777351875276000000,1958
workspaceModel.cachedValue.calculated.count,1777351815204000000,1777351875276000000,69
workspaceModel.to.snapshot.ms,1777351815204000000,1777351875276000000,0
workspaceModel.init.bridges.ms,1777351815204000000,1777351875276000000,22
workspaceModel.update.unloaded.entities.ms,1777351815204000000,1777351875276000000,0
workspaceModel.load.cache.from.file.ms,1777351815204000000,1777351875276000000,104
workspaceModel.moduleManagerBridge.load.all.modules.ms,1777351815204000000,1777351875276000000,38
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1777351815204000000,1777351875276000000,1
workspaceModel.mutableEntityStorage.hasReferrers.ms,1777351815204000000,1777351875276000000,0
workspaceModel.moduleBridge.before.changed.ms,1777351815204000000,1777351875276000000,0
workspaceModel.sync.entities.ms,1777351815204000000,1777351875276000000,1
jps.global.handle.changed.events.ms,1777351815204000000,1777351875276000000,0
jps.facet.change.listener.process.change.events.ms,1777351815204000000,1777351875276000000,3
workspaceModel.moduleBridge.facet.initialization.ms,1777351815204000000,1777351875276000000,22
jps.load.project.to.empty.storage.ms,1777351815204000000,1777351875276000000,15
workspaceModel.save.cache.to.file.ms,1777351815204000000,1777351875276000000,55
jps.modifiable.module.model.bridge.load.module.ms,1777351815204000000,1777351875276000000,0
jps.global.handle.before.change.events.ms,1777351815204000000,1777351875276000000,0
jps.global.get.library.ms,1777351815204000000,1777351875276000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1777351815204000000,1777351875276000000,19
jps.storage.jps.conf.reader.load.component.ms,1777351815204000000,1777351875276000000,2
jps.modifiable.module.model.bridge.new.module.ms,1777351815204000000,1777351875276000000,5
jps.library.entities.serializer.save.entities.ms,1777351815204000000,1777351875276000000,4
jps.save.changed.project.entities.ms,1777351815204000000,1777351875276000000,14
workspaceModel.global.apply.state.to.project.ms,1777351815204000000,1777351875276000000,16
workspaceModel.mutableEntityStorage.entities.ms,1777351815204000000,1777351875276000000,0
jps.library.entities.serializer.load.entities.ms,1777351815204000000,1777351875276000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1777351815204000000,1777351875276000000,7
workspaceModel.orphan.listener.update.ms,1777351815204000000,1777351875276000000,2
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1777351815204000000,1777351875276000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1777351815204000000,1777351875276000000,0
jps.artifact.entities.serializer.save.entities.ms,1777351815204000000,1777351875276000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1777351815204000000,1777351875276000000,1
jps.app.storage.content.reader.load.component.ms,1777351815204000000,1777351875276000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1777351815204000000,1777351875276000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1777351815204000000,1777351875276000000,1
jps.global.initialize.library.bridges.after.loading.ms,1777351815204000000,1777351875276000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1777351815204000000,1777351875276000000,0
jps.save.global.entities.ms,1777351815204000000,1777351875276000000,17
workspaceModel.global.apply.state.to.project.builder.ms,1777351815204000000,1777351875276000000,1
workspaceModel.load.cache.metadata.from.file.ms,1777351815204000000,1777351875276000000,10
jps.apply.loaded.storage.ms,1777351815204000000,1777351875276000000,10
jps.artifact.entities.serializer.load.entities.ms,1777351815204000000,1777351875276000000,0
workspaceModel.do.save.caches.ms,1777351815204000000,1777351875276000000,66
jps.facet.change.listener.init.bridge.ms,1777351815204000000,1777351875276000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1777351815204000000,1777351875276000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1777351815204000000,1777351875276000000,1
jps.project.serializers.save.ms,1777351815204000000,1777351875276000000,14
workspaceModel.mutableEntityStorage.referrers.ms,1777351815204000000,1777351875276000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1777351815204000000,1777351875276000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1777351815204000000,1777351875276000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1777351815204000000,1777351875276000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1777351815204000000,1777351875276000000,17
workspaceModel.moduleBridgeLoader.loading.modules.ms,1777351815204000000,1777351875276000000,303
jps.module.iml.entities.serializer.load.entities.ms,1777351815204000000,1777351875276000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1777351815204000000,1777351875276000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1777351815204000000,1777351875276000000,1
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1777351815204000000,1777351875276000000,6
jps.project.serializers.load.ms,1777351815204000000,1777351875276000000,3
jps.load.initial.state.ms,1777351815204000000,1777351875276000000,17
workspaceModel.delayed.project.synchronizer.sync.ms,1777351815204000000,1777351875276000000,0
jps.global.initialize.library.bridges.ms,1777351815204000000,1777351875276000000,2
workspaceModel.moduleManagerBridge.newModule.ms,1777351815204000000,1777351875276000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1777351815204000000,1777351875276000000,15
jps.reload.project.entities.ms,1777351815204000000,1777351875276000000,1
workspaceModel.mutableEntityStorage.instances.count,1777351815204000000,1777351875276000000,99
jps.modifiable.module.model.bridge.renaming.ms,1777351815204000000,1777351875276000000,0
jps.app.storage.content.writer.save.component.ms,1777351815204000000,1777351875276000000,3
jps.facet.change.listener.before.change.events.ms,1777351815204000000,1777351875276000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1777351815204000000,1777351875276000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1777351815204000000,1777351875276000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1777351815204000000,1777351875276000000,0
workspaceModel.moduleBridge.update.option.ms,1777351815204000000,1777351875276000000,0
jps.global.get.library.by.name.ms,1777351815204000000,1777351875276000000,0
workspaceModel.global.updates.count,1777351815204000000,1777351875276000000,2
jps.modifiable.module.model.bridge.disposing.ms,1777351815204000000,1777351875276000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1777351815204000000,1777351875276000000,8
workspaceModel.global.updates.ms,1777351815204000000,1777351875276000000,5
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1777351815204000000,1777351875276000000,0
jps.module.iml.entities.serializer.save.entities.ms,1777351815204000000,1777351875276000000,5
jps.global.get.libraries.ms,1777351815204000000,1777351875276000000,12
FilePageCache.pageLoads,1777351815204000000,1777351875276000000,354
MappedFileStorage.storages,1777351815204000000,1777351875276000000,15
FilePageCache.maxCacheSizeInBytes,1777351815204000000,1777351875276000000,304103424
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1777351815204000000,1777351875276000000,844746
FilePageCache.capacityInBytes,1777351815204000000,1777351875276000000,629145600
FilePageCache.pageLoadsAboveSizeThreshold,1777351815204000000,1777351875276000000,0
FilePageCache.disposedBuffers,1777351815204000000,1777351875276000000,295
StreamlinedBlobStorage.recordsRelocated,1777351815204000000,1777351875276000000,0
DirectByteBufferAllocator.disposed,1777351815204000000,1777351875276000000,292
FileChannelInterruptsRetryer.totalRetriedAttempts,1777351815204000000,1777351875276000000,0
DirectByteBufferAllocator.hits,1777351815204000000,1777351875276000000,3
FilePageCache.maxRegisteredFiles,1777351815204000000,1777351875276000000,703
StorageLockContext.competingThreads.max,1777351815204000000,1777351875276000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1777351815204000000,1777351875276000000,5694
FilePageCache.pageHits,1777351815204000000,1777351875276000000,667
StorageLockContext.competingThreads.90P,1777351815204000000,1777351875276000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1777351815204000000,1777351875276000000,41959424
StreamlinedBlobStorage.recordsDeleted,1777351815204000000,1777351875276000000,9
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1777351815204000000,1777351875276000000,3191754
FilePageCache.uncachedFileAccess,1777351815204000000,1777351875276000000,237
MappedFileStorage.totalPagesMapped,1777351815204000000,1777351875276000000,15
FilePageCache.totalPageDisposalsUs,1777351815204000000,1777351875276000000,1160
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1777351815204000000,1777351875276000000,58744832
DirectByteBufferAllocator.reclaimed,1777351815204000000,1777351875276000000,45
StreamlinedBlobStorage.recordsAllocated,1777351815204000000,1777351875276000000,39983
FilePageCache.totalPageLoadsUs,1777351815204000000,1777351875276000000,288881
FilePageCache.pageFastCacheHits,1777351815204000000,1777351875276000000,12918
StorageLockContext.competingThreads.avg,1777351815204000000,1777351875276000000,0.0
MappedFileStorage.totalBytesMapped,1777351815204000000,1777351875276000000,198443008
DirectByteBufferAllocator.misses,1777351815204000000,1777351875276000000,351
JVM.totalCpuTimeMs,1777351875276000000,1777351904416000000,12400
OS.loadAverage,1777351875276000000,1777351904416000000,0.99560546875
JVM.usedHeapBytes,1777351875276000000,1777351904416000000,546246200
MEM.ramPlusSwapMinusFileMappingsBytes,1777351875276000000,1777351904416000000,1645453312
JVM.usedNativeBytes,1777351875276000000,1777351904416000000,569248440
JVM.totalDirectByteBuffersBytes,1777351875276000000,1777351904416000000,42084353
MEM.ramMinusFileMappingsBytes,1777351875276000000,1777351904416000000,1645453312
JVM.totalTimeAtSafepointsMs,1777351875276000000,1777351904416000000,39
JVM.maxThreadCount,1777351875276000000,1777351904416000000,166
JVM.threadCount,1777351875276000000,1777351904416000000,153
JVM.maxHeapBytes,1777351875276000000,1777351904416000000,2147483648
MEM.fileMappingsRamBytes,1777351875276000000,1777351904416000000,835624960
JVM.GC.collections,1777351875276000000,1777351904416000000,5
JVM.totalSafepointCount,1777351875276000000,1777351904416000000,5
JVM.totalBytesAllocated,1777351875276000000,1777351904416000000,624075416
JVM.newThreadsCount,1777351875276000000,1777351904416000000,24
JVM.totalTimeToSafepointsMs,1777351875276000000,1777351904416000000,0
MEM.ramBytes,1777351875276000000,1777351904416000000,2481147904
JVM.GC.collectionTimesMs,1777351875276000000,1777351904416000000,39
JVM.committedHeapBytes,1777351875276000000,1777351904416000000,722468864
NonBlockingReadAction.finalizedExecutionsCount,1777351875276000000,1777351904416000000,241
AWTEventQueue.dispatchTimeTotalNS,1777351875276000000,1777351904416000000,2171680913
NonBlockingReadAction.failedExecutionsCount,1777351875276000000,1777351904416000000,3
NonBlockingReadAction.finalizedExecutionTimeUs,1777351875276000000,1777351904416000000,37398
NonBlockingReadAction.failedExecutionTimeUs,1777351875276000000,1777351904416000000,504
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactModifiableModelBridge.dispose.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactModifiableModelBridge.addArtifact.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactManagerBridge.commit.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactModifiableModelBridge.commit.ms,1777351875276000000,1777351904416000000,2
compiler.ArtifactModifiableModelBridge.findArtifacts.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactModifiableModelBridge.getArtifacts.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactModifiableModelBridge.getArtifactsByType.ms,1777351875276000000,1777351904416000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1777351875276000000,1777351904416000000,0
cacheStateStorage.set.duration,1777351875276000000,1777351904416000000,0
cacheStateStorage.set.counter,1777351875276000000,1777351904416000000,12
cacheStateStorage.get.duration,1777351875276000000,1777351904416000000,20
cacheStateStorage.get.counter,1777351875276000000,1777351904416000000,6
LowMemory.gcLoad,1777351875276000000,1777351904416000000,5.580258452617889E-4
writeAction.max.wait.ms,1777351875276000000,1777351904416000000,26
parser.Properties.time.ns,1777351875276000000,1777351904416000000,140888
writeAction.median.wait.ms,1777351875276000000,1777351904416000000,0
parser.JAVA.size.bytes,1777351875276000000,1777351904416000000,165283
lexer.JAVA.time.ns,1777351875276000000,1777351904416000000,786172
lexer.JAVA.size.bytes,1777351875276000000,1777351904416000000,155267
writeAction.wait.ms,1777351875276000000,1777351904416000000,2
DiskQueryRelay.tasksRequested,1777351875276000000,1777351904416000000,159
lexer.Properties.time.ns,1777351875276000000,1777351904416000000,64222
DiskQueryRelay.tasksExecuted,1777351875276000000,1777351904416000000,159
lexer.Properties.size.bytes,1777351875276000000,1777351904416000000,252
parser.Groovy.size.bytes,1777351875276000000,1777351904416000000,932
writeAction.count,1777351875276000000,1777351904416000000,14
lexer.Groovy.size.bytes,1777351875276000000,1777351904416000000,932
LowMemory.gcOverloaded,1777351875276000000,1777351904416000000,0
parser.Groovy.time.ns,1777351875276000000,1777351904416000000,11594609
DiskQueryRelay.taskWaitingTotalTimeUs,1777351875276000000,1777351904416000000,8411
parser.Properties.size.bytes,1777351875276000000,1777351904416000000,252
lexer.Groovy.time.ns,1777351875276000000,1777351904416000000,538742
DiskQueryRelay.taskExecutionTotalTimeUs,1777351875276000000,1777351904416000000,6647
parser.JAVA.time.ns,1777351875276000000,1777351904416000000,30994007
Indexing.writer_3.totalTimeSpentWritingMs,1777351875276000000,1777351904416000000,0
Indexes.allKeys.lookupDurationMaxMs,1777351875276000000,1777351904416000000,0.0
Indexes.entries.lookups,1777351875276000000,1777351904416000000,156
Indexing.writesQueuedMax,1777351875276000000,1777351904416000000,0
Indexes.entries.lookupDurationAvgMs,1777351875276000000,1777351904416000000,0.0
Indexing.cache.totalCacheEvicted,1777351875276000000,1777351904416000000,3339
Indexing.writer_2.totalTimeSpentWritingMs,1777351875276000000,1777351904416000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1777351875276000000,1777351904416000000,0
Indexes.stubs.lookupDuration90PMs,1777351875276000000,1777351904416000000,0.0
Indexing.cache.totalCacheMisses,1777351875276000000,1777351904416000000,3338
Indexing.cache.totalCacheAccesses,1777351875276000000,1777351904416000000,6158
Indexing.writesQueuedMin,1777351875276000000,1777351904416000000,9223372036854775807
Indexes.allKeys.lookupDuration90PMs,1777351875276000000,1777351904416000000,0.0
Indexes.allKeys.lookups,1777351875276000000,1777351904416000000,2
Indexes.entries.lookupDuration90PMs,1777351875276000000,1777351904416000000,0.0
Indexes.stubs.lookupDurationMaxMs,1777351875276000000,1777351904416000000,0.0
Indexes.stubs.lookups,1777351875276000000,1777351904416000000,2653
Indexes.stubs.lookupDurationAvgMs,1777351875276000000,1777351904416000000,0.0
Indexes.entries.lookupDurationMaxMs,1777351875276000000,1777351904416000000,0.0
Indexing.totalTimeIndexersSleptMs,1777351875276000000,1777351904416000000,0
Indexes.allKeys.lookupDurationAvgMs,1777351875276000000,1777351904416000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1777351875276000000,1777351904416000000,0
workspaceModel.initializing.ms,1777351875276000000,1777351904416000000,0
